feature,n_methods,score,mw_rank_score,rf_rank_score,elastic_net_rank_score,mi_rank_score,in_mann_whitney,in_random_forest,in_elastic_net,in_mutual_info,rank
K24180,4,2.959421140811011,0.9135802469135803,0.9019019019019019,0.5053003533568905,0.6386386386386387,1,1,1,1,23
K01586,4,2.9078711893788456,0.890652557319224,0.992992992992993,0.1413427561837456,0.8828828828828829,1,1,1,1,24
K10206,4,2.90742147161464,0.8959435626102292,0.991991991991992,0.6431095406360424,0.37637637637637633,1,1,1,1,25
K03315,4,2.890151467301055,0.7918871252204586,0.6066066066066066,0.607773851590106,0.8838838838838838,1,1,1,1,26
K03154,4,2.881120561921504,0.8853615520282188,0.7217217217217218,0.3250883392226148,0.948948948948949,1,1,1,1,27
K06972,4,2.7857099906569873,0.7195767195767195,0.6426426426426426,0.7137809187279152,0.7097097097097097,1,1,1,1,28
K07451,4,2.763595498577831,0.35449735449735453,0.8328328328328328,0.9045936395759717,0.6716716716716717,1,1,1,1,29
K01649,4,2.7535036298287183,0.8783068783068784,0.914914914914915,0.15547703180212014,0.8048048048048049,1,1,1,1,30
K02470,4,2.667173314994281,0.818342151675485,0.7547547547547547,0.2332155477031802,0.8608608608608609,1,1,1,1,31
K03972,4,2.6563073253297045,0.7072310405643739,0.43743743743743746,0.7208480565371025,0.7907907907907907,1,1,1,1,32
K01956,4,2.6368788441815534,0.9700176366843034,0.5815815815815816,0.43462897526501765,0.6506506506506506,1,1,1,1,33
K23397,4,2.615852938585565,0.6754850088183422,0.46346346346346345,0.7561837455830389,0.7207207207207207,1,1,1,1,34
K07317,4,2.5633892347673264,0.5661375661375662,0.8248248248248249,0.441696113074205,0.7307307307307307,1,1,1,1,35
K25706,4,2.542145207634018,0.7654320987654322,0.8908908908908909,0.6395759717314488,0.24624624624624625,1,1,1,1,36
K00957,4,2.4726825091960545,0.9241622574955908,0.9219219219219219,0.17314487632508835,0.45345345345345345,1,1,1,1,37
K07030,4,2.391994046882151,0.6278659611992945,0.6816816816816818,0.39575971731448767,0.6866866866866868,1,1,1,1,38
K07098,4,2.352143663097727,0.7777777777777778,0.995995995995996,0.15194346289752647,0.4264264264264265,1,1,1,1,39
K06871,4,2.345996172851297,0.962962962962963,0.9669669669669669,0.017667844522968212,0.3983983983983984,1,1,1,1,40
K00821,4,2.323709710046577,0.5961199294532629,0.8818818818818819,0.21908127208480566,0.6266266266266266,1,1,1,1,41
K05349,4,2.2768639411748954,0.7724867724867726,0.9309309309309309,0.2791519434628975,0.2942942942942943,1,1,1,1,42
K03686,4,2.2453986882726578,0.3686067019400353,0.4814814814814815,0.519434628975265,0.8758758758758759,1,1,1,1,43
K16213,4,2.205536345701246,0.26102292768959434,0.5945945945945945,0.8904593639575972,0.45945945945945943,1,1,1,1,44
K02124,4,2.194794996915138,0.671957671957672,0.5445445445445445,0.4487632508833922,0.5295295295295295,1,1,1,1,45
K24568,4,2.166106372231225,0.41622574955908287,0.7017017017017018,0.0742049469964664,0.973973973973974,1,1,1,1,46
K03307,4,2.133472358442912,0.6948853615520283,0.31831831831831836,0.8409893992932862,0.2792792792792793,1,1,1,1,47
K01868,4,2.0943381544088258,0.14814814814814814,0.8408408408408409,0.3816254416961131,0.7237237237237237,1,1,1,1,48
K23102,4,2.088248773761141,0.5026455026455027,0.7147147147147147,0.7667844522968198,0.10410410410410409,1,1,1,1,49
K01972,4,1.973731934862677,0.5714285714285714,0.8178178178178178,0.10600706713780916,0.47847847847847846,1,1,1,1,50
K03169,4,1.892780210801412,0.7354497354497355,0.13013013013013008,0.31448763250883394,0.7127127127127126,1,1,1,1,51
K00067,4,1.877581940008324,0.9382716049382716,0.6086086086086087,0.1024734982332155,0.2282282282282282,1,1,1,1,52
K13038,4,1.8239715401081713,0.8483245149911817,0.23523523523523526,0.13780918727915192,0.6026026026026026,1,1,1,1,53
K00817,4,1.7530786718065872,0.6243386243386244,0.43243243243243246,0.1307420494699647,0.5655655655655656,1,1,1,1,54
K23749,4,1.6451073317975555,0.13051146384479717,0.8428428428428428,0.12720848056537104,0.5445445445445445,1,1,1,1,55
K00096,4,1.6422611404943561,0.5132275132275133,0.4864864864864865,0.4593639575971732,0.18318318318318316,1,1,1,1,56
K08384,4,1.5215833366598974,0.11816578483245155,0.8638638638638638,0.4134275618374559,0.12612612612612617,1,1,1,1,57
K10709,4,1.4219882005512159,0.07760141093474426,0.45245245245245247,0.24028268551236753,0.6516516516516517,1,1,1,1,58
K02119,4,1.3943954049961116,0.21164021164021163,0.31431431431431434,0.2438162544169611,0.6246246246246246,1,1,1,1,59
K23746,4,1.3918099489359796,0.2716049382716049,0.12112112112112117,0.48056537102473496,0.5185185185185186,1,1,1,1,60
K01652,4,1.3082220702950973,0.4091710758377425,0.4564564564564565,0.19434628975265023,0.2482482482482482,1,1,1,1,61
K01937,4,1.295958418455474,0.34038800705467376,0.39239239239239243,0.4840989399293286,0.07907907907907907,1,1,1,1,62
K07720,4,1.0959114928490665,0.16754850088183426,0.05905905905905906,0.46289752650176674,0.40640640640640646,1,1,1,1,63
K02118,4,1.0741311730711023,0.5502645502645502,0.2282282282282282,0.27561837455830385,0.020020020020020013,1,1,1,1,64
K03572,4,0.5160588823721922,0.0017636684303351524,0.29829829829829835,0.09187279151943462,0.1241241241241241,1,1,1,1,65
K00602,3,2.95995995995996,1.0,0.972972972972973,0.0,0.986986986986987,1,1,0,1,66
K00262,3,2.907574240907574,0.9876543209876543,0.985985985985986,0.0,0.933933933933934,1,1,0,1,67
K01733,3,2.8737785404452074,0.9118165784832452,0.984984984984985,0.0,0.9769769769769769,1,1,0,1,68
K00286,3,2.8473235139901805,0.9594356261022927,0.8938938938938938,0.0,0.993993993993994,1,1,0,1,69
K07139,3,2.8336431669765,0.8606701940035273,0.9819819819819819,0.0,0.990990990990991,1,1,0,1,70
K15742,3,2.7959864626531292,0.8430335097001764,0.982982982982983,0.0,0.96996996996997,1,1,0,1,71
K02564,3,2.7752037752037753,0.9153439153439153,0.974974974974975,0.0,0.8848848848848849,1,1,0,1,72
K02837,3,2.7738691072024406,0.9770723104056438,0.8588588588588588,0.0,0.9379379379379379,1,1,0,1,73
K00969,3,2.7644310977644313,0.8765432098765432,0.9119119119119119,0.0,0.975975975975976,1,1,0,1,74
K20930,3,2.761809428476095,0.7848324514991182,0.997997997997998,0.0,0.978978978978979,1,1,0,1,75
K01710,3,2.7373564040230707,0.7954144620811288,0.980980980980981,0.0,0.960960960960961,1,1,0,1,76
K03524,3,2.7334477334477336,0.8835978835978836,0.8978978978978979,0.0,0.9519519519519519,1,1,0,1,77
K00930,3,2.727012727012727,0.8941798941798942,0.8678678678678678,0.0,0.964964964964965,1,1,0,1,78
K10240,3,2.723180693734286,0.8589065255731922,0.0,0.9893992932862191,0.8748748748748749,1,0,1,1,79
K03152,3,2.702512035845369,0.9717813051146384,0.7887887887887888,0.0,0.9419419419419419,1,1,0,1,80
K24569,3,2.6899280232613565,0.8130511463844797,0.94994994994995,0.0,0.9269269269269269,1,1,0,1,81
K02113,3,2.6836360169693503,0.8818342151675485,0.92992992992993,0.0,0.8718718718718719,1,1,0,1,82
K16032,3,2.6406406406406404,0.7407407407407407,0.9099099099099099,0.0,0.98998998998999,1,1,0,1,83
K03327,3,2.630773630773631,0.873015873015873,0.975975975975976,0.0,0.7817817817817818,1,1,0,1,84
K00764,3,2.598741598741599,0.9841269841269842,0.934934934934935,0.0,0.6796796796796797,1,1,0,1,85
K00850,3,2.5764812431479096,0.8377425044091711,0.7397397397397397,0.0,0.998998998998999,1,1,0,1,86
K07816,3,2.573716573716574,0.7619047619047619,0.8438438438438438,0.0,0.967967967967968,1,1,0,1,87
K01173,3,2.5736620012238385,0.0,0.7957957957957957,0.833922261484099,0.943943943943944,0,1,1,1,88
K02112,3,2.5643262309928976,0.8165784832451499,0.8668668668668669,0.0,0.8808808808808809,1,1,0,1,89
K01696,3,2.549072882406216,0.855379188712522,0.91991991991992,0.0,0.7737737737737738,1,1,0,1,90
K00826,3,2.5470708804042137,0.9664902998236331,0.8608608608608609,0.0,0.7197197197197197,1,1,0,1,91
K12906,3,2.542876209542876,0.7530864197530864,0.8918918918918919,0.0,0.8978978978978979,1,1,0,1,92
K01591,3,2.5423995423995427,0.9047619047619048,0.6516516516516517,0.0,0.985985985985986,1,1,0,1,93
K01934,3,2.532961532961533,0.9523809523809523,0.7327327327327327,0.0,0.8478478478478478,1,1,0,1,94
K03111,3,2.5294818628151963,0.9559082892416226,0.9769769769769769,0.0,0.5965965965965966,1,1,0,1,95
K00891,3,2.502216502216502,0.9576719576719577,0.8218218218218218,0.0,0.7227227227227226,1,1,0,1,96
K00949,3,2.502073502073502,0.9365079365079365,0.7657657657657657,0.0,0.7997997997997998,1,1,0,1,97
K01704,3,2.501692168358835,0.9911816578483246,0.9529529529529529,0.0,0.5575575575575575,1,1,0,1,98
K01695,3,2.495304828638162,0.7865961199294533,0.8068068068068068,0.0,0.9019019019019019,1,1,0,1,99
K11068,3,2.465179465179465,0.5873015873015873,0.968968968968969,0.0,0.9089089089089089,1,1,0,1,100
K15519,3,2.4569162802378353,0.0,0.7987987987987988,0.9363957597173145,0.7217217217217218,0,1,1,1,101
K00974,3,2.444206110872778,0.7425044091710759,0.944944944944945,0.0,0.7567567567567568,1,1,0,1,102
K02469,3,2.4402021068687736,0.5943562610229277,0.9029029029029029,0.0,0.9429429429429429,1,1,0,1,103
K02503,3,2.4199437532770864,0.6701940035273368,0.8208208208208209,0.0,0.928928928928929,1,1,0,1,104
K04651,3,2.4065655761768836,0.0,0.7387387387387387,0.901060070671378,0.7667667667667668,0,1,1,1,105
K01925,3,2.402450069116736,0.6737213403880071,0.9459459459459459,0.0,0.7827827827827828,1,1,0,1,106
K06287,3,2.401878068544735,0.7372134038800706,0.7277277277277276,0.0,0.9369369369369369,1,1,0,1,107
K19108,3,2.373421040087707,0.9329805996472663,0.7367367367367368,0.0,0.7037037037037037,1,1,0,1,108
K16031,3,2.371085371085371,0.47619047619047616,0.970970970970971,0.0,0.9239239239239239,1,1,0,1,109
K09458,3,2.3674627007960343,0.6807760141093475,0.924924924924925,0.0,0.7617617617617618,1,1,0,1,110
K00937,3,2.3630773630773634,0.9206349206349207,0.9369369369369369,0.0,0.5055055055055055,1,1,0,1,111
K01914,3,2.3544496877830214,0.9400352733686067,0.8758758758758759,0.0,0.5385385385385386,1,1,0,1,112
K01262,3,2.334906334906335,0.6402116402116402,0.7997997997997998,0.0,0.8948948948948949,1,1,0,1,113
K01126,3,2.332808999475666,0.7742504409171076,0.9329329329329329,0.0,0.6256256256256256,1,1,0,1,114
K01588,3,2.3289956623289956,0.9506172839506173,0.8708708708708709,0.0,0.5075075075075075,1,1,0,1,115
K16411,3,2.3230373230373234,0.4391534391534392,0.9009009009009009,0.0,0.982982982982983,1,1,0,1,116
K04518,3,2.3189856523189856,0.7283950617283951,0.962962962962963,0.0,0.6276276276276276,1,1,0,1,117
K16899,3,2.3142189808856477,0.7266313932980599,0.9059059059059059,0.0,0.6816816816816818,1,1,0,1,118
K02108,3,2.308546641879975,0.9611992945326279,0.8508508508508509,0.0,0.4964964964964965,1,1,0,1,119
K00648,3,2.303732303732304,0.8412698412698413,0.8088088088088088,0.0,0.6536536536536537,1,1,0,1,120
K11753,3,2.2992992992992995,0.9259259259259259,0.4674674674674675,0.0,0.9059059059059059,1,1,0,1,121
K00950,3,2.2951999618666283,0.8747795414462081,0.9279279279279279,0.0,0.4924924924924925,1,1,0,1,122
K23862,3,2.2888126221459553,0.5590828924162258,0.7767767767767768,0.0,0.9529529529529529,1,1,0,1,123
K03286,3,2.281221150479101,0.0,0.6486486486486487,0.9929328621908127,0.6396396396396397,0,1,1,1,124
K03426,3,2.278516611849945,0.8500881834215168,0.49549549549549554,0.0,0.9329329329329329,1,1,0,1,125
K13560,3,2.273320939987607,0.30335097001763667,0.987987987987988,0.0,0.9819819819819819,1,1,0,1,126
K01738,3,2.272748939415606,0.9223985890652557,0.4974974974974975,0.0,0.8528528528528528,1,1,0,1,127
K03698,3,2.2706516039849376,0.3527336860670194,0.9209209209209209,0.0,0.996996996996997,1,1,0,1,128
K07488,3,2.268137395345876,0.0,0.7107107107107107,0.9257950530035336,0.6316316316316316,0,1,1,1,129
K24558,3,2.2567805901139235,0.6331569664902998,0.8098098098098099,0.0,0.8138138138138138,1,1,0,1,130
K01443,3,2.2557795891129224,0.4850088183421517,0.8528528528528528,0.0,0.9179179179179179,1,1,0,1,131
K20849,3,2.2266552266552266,0.6931216931216931,0.9579579579579579,0.0,0.5755755755755756,1,1,0,1,132
K11754,3,2.2263692263692265,0.6137566137566137,0.7617617617617618,0.0,0.8508508508508509,1,1,0,1,133
K07391,3,2.2191238857905526,0.43033509700176364,0.8348348348348349,0.0,0.953953953953954,1,1,0,1,134
K00942,3,2.2141665474998806,0.4744268077601411,0.967967967967968,0.0,0.7717717717717718,1,1,0,1,135
K03734,3,2.212164545497879,0.9929453262786596,0.2232232232232232,0.0,0.995995995995996,1,1,0,1,136
K03615,3,2.2115448782115448,0.9012345679012346,0.8968968968968969,0.0,0.4134134134134134,1,1,0,1,137
K03654,3,2.2056342056342055,0.47089947089947093,0.9569569569569569,0.0,0.7777777777777778,1,1,0,1,138
K24557,3,2.204585537918871,0.5008818342151675,0.8238238238238238,0.0,0.8798798798798799,1,1,0,1,139
K14060,3,2.2009854377345546,0.0,0.8108108108108107,0.44522968197879864,0.944944944944945,0,1,1,1,140
K07271,3,2.1963979796724202,0.652557319223986,0.8618618618618619,0.6819787985865724,0.0,1,1,1,0,141
K01507,3,2.1949639358355495,0.6313932980599648,0.8568568568568569,0.7067137809187279,0.0,1,1,1,0,142
K00700,3,2.190857524190857,0.8395061728395061,0.5575575575575575,0.0,0.7937937937937938,1,1,0,1,143
K03310,3,2.188703595064019,0.9735449735449735,0.0,0.3462897526501767,0.8688688688688688,1,0,1,1,144
K00655,3,2.1754611754611757,0.783068783068783,0.6366366366366366,0.0,0.7557557557557557,1,1,0,1,145
K20707,3,2.1750798417465083,0.763668430335097,0.8688688688688688,0.0,0.5425425425425425,1,1,0,1,146
K03217,3,2.17017017017017,0.6296296296296297,0.8318318318318318,0.0,0.7087087087087087,1,1,0,1,147
K03614,3,2.1670718337385004,0.8007054673721341,0.8718718718718719,0.0,0.49449449449449445,1,1,0,1,148
K16407,3,2.161256494589828,0.199294532627866,0.983983983983984,0.0,0.977977977977978,1,1,0,1,149
K07496,3,2.145145145145145,0.6666666666666667,0.7977977977977978,0.0,0.6806806806806807,1,1,0,1,150
K21352,3,2.1440011440011437,0.8306878306878307,0.9419419419419419,0.0,0.37137137137137133,1,1,0,1,151
K04085,3,2.137899804566471,0.6684303350970018,0.958958958958959,0.0,0.5105105105105106,1,1,0,1,152
K03465,3,2.137416568511975,0.0,0.8998998998998999,0.9151943462897526,0.3223223223223223,0,1,1,1,153
K19824,3,2.1324181324181324,0.9312169312169312,0.8228228228228228,0.0,0.3783783783783784,1,1,0,1,154
K03657,3,2.1319414652747986,0.6014109347442681,0.6096096096096096,0.0,0.9209209209209209,1,1,0,1,155
K00616,3,2.108744787190017,0.0,0.6596596596596597,0.6042402826855124,0.8448448448448449,0,1,1,1,156
K21064,3,2.100719767386434,0.5731922398589065,0.8288288288288288,0.0,0.6986986986986987,1,1,0,1,157
K03536,3,2.0989084322417657,0.3791887125220459,0.8628628628628628,0.0,0.8568568568568569,1,1,0,1,158
K06173,3,2.0925687592354256,0.4409171075837742,0.7937937937937938,0.0,0.8578578578578578,1,1,0,1,159
K01808,3,2.0825110825110826,0.656084656084656,0.8398398398398399,0.0,0.5865865865865866,1,1,0,1,160
K00980,3,2.0806672396778403,0.0,0.5465465465465466,0.657243816254417,0.8768768768768769,0,1,1,1,161
K16787,3,2.0786500786500786,0.4920634920634921,0.8468468468468469,0.0,0.7397397397397397,1,1,0,1,162
K18918,3,2.0709295868306468,0.0,0.6766766766766767,0.8657243816254416,0.5285285285285286,0,1,1,1,163
K11072,3,2.067019400352734,0.17813051146384484,0.978978978978979,0.0,0.9099099099099099,1,1,0,1,164
K00661,3,2.0619667286333954,0.689594356261023,0.7127127127127126,0.0,0.6596596596596597,1,1,0,1,165
K11070,3,2.057295390628724,0.4426807760141094,0.8598598598598599,0.0,0.7547547547547547,1,1,0,1,166
K00548,3,2.0563420563420562,0.48677248677248675,0.7747747747747747,0.0,0.7947947947947948,1,1,0,1,167
K01740,3,2.055913055913056,0.8677248677248677,0.8338338338338338,0.0,0.35435435435435436,1,1,0,1,168
K19955,3,2.0558653891987224,0.3051146384479718,0.8378378378378378,0.0,0.9129129129129129,1,1,0,1,169
K01448,3,2.052052052052052,0.37037037037037035,0.948948948948949,0.0,0.7327327327327327,1,1,0,1,170
K01495,3,2.049382716049383,0.8641975308641976,0.9239239239239239,0.0,0.26126126126126126,1,1,0,1,171
K06221,3,2.049148088017346,0.0,0.7637637637637638,0.8939929328621908,0.39139139139139134,0,1,1,1,172
K09117,3,2.0462843796177133,0.7389770723104057,0.6666666666666667,0.0,0.6406406406406406,1,1,0,1,173
K01200,3,2.045726864336994,0.5890652557319225,0.0,0.4946996466431095,0.9619619619619619,1,0,1,1,174
K17836,3,2.0436150436150435,0.6772486772486772,0.8788788788788788,0.0,0.4874874874874875,1,1,0,1,175
K02897,3,2.035130368463702,0.7548500881834215,0.9469469469469469,0.0,0.33333333333333337,1,1,0,1,176
K09144,3,2.034730843918123,0.0,0.5155155155155156,0.6113074204946997,0.9079079079079079,0,1,1,1,177
K21175,3,2.0243576910243575,0.7901234567901234,0.9519519519519519,0.0,0.28228228228228225,1,1,0,1,178
K01933,3,2.013346680013347,0.9753086419753086,0.07407407407407407,0.0,0.963963963963964,1,1,0,1,179
K23744,3,2.0046713380046715,0.09876543209876543,0.9129129129129129,0.0,0.992992992992993,1,1,0,1,180
K01051,3,2.004110117184322,0.0,0.5495495495495495,0.6007067137809188,0.8538538538538538,0,1,1,1,181
K02528,3,2.0040516707183373,0.08112874779541446,0.965965965965966,0.0,0.9569569569569569,1,1,0,1,182
K03575,3,2.0032890032890034,0.5238095238095238,0.933933933933934,0.0,0.5455455455455456,1,1,0,1,183
K20074,3,2.0026693360026693,0.8024691358024691,0.5215215215215215,0.0,0.6786786786786787,1,1,0,1,184
K01190,3,1.9953286619953285,0.6790123456790124,0.9409409409409409,0.0,0.37537537537537535,1,1,0,1,185
K16002,3,1.989608656275323,0.31393298059964725,0.7847847847847848,0.0,0.8908908908908909,1,1,0,1,186
K03671,3,1.9850803184136518,0.34744268077601415,0.9109109109109109,0.0,0.7267267267267268,1,1,0,1,187
K03499,3,1.9841269841269842,0.7248677248677249,0.5165165165165165,0.0,0.7427427427427428,1,1,0,1,188
K05989,3,1.9827283113502194,0.0,0.8158158158158157,0.558303886925795,0.6086086086086087,0,1,1,1,189
K02948,3,1.9816483149816482,0.691358024691358,0.7577577577577578,0.0,0.5325325325325325,1,1,0,1,190
K01243,3,1.961103961103961,0.91005291005291,0.7027027027027026,0.0,0.3483483483483484,1,1,0,1,191
K00645,3,1.9599122932456265,0.6596119929453264,0.6476476476476476,0.0,0.6526526526526526,1,1,0,1,192
K04762,3,1.958100958100958,0.4656084656084656,0.7587587587587588,0.0,0.7337337337337337,1,1,0,1,193
K01515,3,1.9560989560989561,0.6507936507936508,0.7257257257257257,0.0,0.5795795795795795,1,1,0,1,194
K03100,3,1.9544306210972877,0.8112874779541446,0.16316316316316315,0.0,0.97997997997998,1,1,0,1,195
K03624,3,1.9501882835216169,0.7019400352733687,0.5875875875875876,0.0,0.6606606606606606,1,1,0,1,196
K16870,3,1.9481386148052815,0.06525573192239864,0.977977977977978,0.0,0.9049049049049049,1,1,0,1,197
K01835,3,1.9419896086562751,0.562610229276896,0.8778778778778779,0.0,0.5015015015015015,1,1,0,1,198
K18220,3,1.9293073992720635,0.0,0.6956956956956957,0.8091872791519434,0.4244244244244244,0,1,1,1,199
K01938,3,1.9254492587825922,0.2998236331569665,0.6546546546546547,0.0,0.970970970970971,1,1,0,1,200
K19724,3,1.924132107877691,0.9682539682539683,0.7297297297297297,0.22614840989399299,0.0,1,1,1,0,201
K15971,3,1.9144197200734303,0.0,0.8808808808808809,0.5300353356890459,0.5035035035035035,0,1,1,1,202
K09710,3,1.907764907764908,0.6084656084656085,0.4914914914914915,0.0,0.8078078078078078,1,1,0,1,203
K01533,3,1.9053815720482385,0.18165784832451504,0.9379379379379379,0.0,0.7857857857857857,1,1,0,1,204
K18218,3,1.9032365699032365,0.49382716049382713,0.7117117117117118,0.0,0.6976976976976976,1,1,0,1,205
K01992,3,1.8856842708432815,0.0,0.8578578578578578,0.8586572438162544,0.16916916916916913,0,1,1,1,206
K09812,3,1.8797368797368799,0.42328042328042326,0.6346346346346347,0.0,0.8218218218218218,1,1,0,1,207
K07000,3,1.8723918264554307,0.0,0.4394394394394394,0.9434628975265018,0.48948948948948945,0,1,1,1,208
K01258,3,1.8576195242861908,0.44620811287477957,0.8368368368368369,0.0,0.5745745745745745,1,1,0,1,209
K00688,3,1.8555587389509651,0.0,0.9139139139139139,0.3180212014134276,0.6236236236236237,0,1,1,1,210
K14698,3,1.8549043743390032,0.0,0.27227227227227224,0.9469964664310954,0.6356356356356356,0,1,1,1,211
K02004,3,1.8539968539968539,0.798941798941799,0.35435435435435436,0.0,0.7007007007007007,1,1,0,1,212
K13319,3,1.84999284999285,0.9470899470899471,0.00700700700700696,0.0,0.8958958958958959,1,1,0,1,213
K07075,3,1.847533045412904,0.0,0.9319319319319319,0.5512367491166077,0.36436436436436437,0,1,1,1,214
K02034,3,1.8428905095571761,0.04409171075837748,0.8268268268268268,0.0,0.9719719719719719,1,1,0,1,215
K07450,3,1.8364555031221699,0.6472663139329806,0.6846846846846847,0.0,0.5045045045045045,1,1,0,1,216
K03402,3,1.8361695028361695,0.5679012345679013,0.36436436436436437,0.0,0.9039039039039038,1,1,0,1,217
K00765,3,1.83011583011583,0.8201058201058201,0.3613613613613613,0.0,0.6486486486486487,1,1,0,1,218
K03546,3,1.8279231612564946,0.7178130511463845,0.34934934934934936,0.0,0.7607607607607607,1,1,0,1,219
K20572,3,1.8250154916821582,0.02821869488536155,0.9079079079079079,0.0,0.8888888888888888,1,1,0,1,220
K01012,3,1.823728490395157,0.3562610229276896,0.6236236236236237,0.0,0.8438438438438438,1,1,0,1,221
K02495,3,1.8194861528194863,0.4691358024691358,0.8418418418418419,0.0,0.5085085085085085,1,1,0,1,222
K16964,3,1.817495941170853,0.0,0.42242242242242245,0.8445229681978799,0.5505505505505506,0,1,1,1,223
K19271,3,1.807655712249352,0.0,0.8358358358358359,0.8056537102473498,0.1661661661661662,0,1,1,1,224
K03308,3,1.8018971352304685,0.5326278659611994,0.4354354354354354,0.0,0.8338338338338338,1,1,0,1,225
K04486,3,1.800705467372134,0.5044091710758378,0.7727727727727728,0.0,0.5235235235235236,1,1,0,1,226
K07800,3,1.798314215275346,0.0,0.26226226226226224,0.5901060070671378,0.9459459459459459,0,1,1,1,227
K19693,3,1.7972035639880162,0.0,0.4204204204204204,0.6360424028268552,0.7407407407407407,0,1,1,1,228
K01778,3,1.7959864626531292,0.7689594356261023,0.7417417417417418,0.0,0.2852852852852853,1,1,0,1,229
K00919,3,1.7898851232184565,0.9029982363315696,0.5555555555555556,0.0,0.3313313313313313,1,1,0,1,230
K02038,3,1.7863577863577864,0.12169312169312174,0.7167167167167168,0.0,0.9479479479479479,1,1,0,1,231
K10439,3,1.780923780923781,0.13227513227513232,0.7777777777777778,0.0,0.8708708708708709,1,1,0,1,232
K14371,3,1.778683445350112,0.13403880070546736,0.7097097097097097,0.0,0.934934934934935,1,1,0,1,233
K06183,3,1.7752391462638812,0.2857142857142857,0.0,0.5335689045936396,0.955955955955956,1,0,1,1,234
K00762,3,1.7752037752037753,0.9894179894179894,0.16816816816816815,0.0,0.6176176176176176,1,1,0,1,235
K03498,3,1.7733924400591068,0.8324514991181657,0.5775775775775776,0.0,0.3633633633633634,1,1,0,1,236
K15580,3,1.767024975505541,0.0,0.3793793793793794,0.7950530035335689,0.5925925925925926,0,1,1,1,237
K06942,3,1.7634300967634302,0.4320987654320988,0.7487487487487487,0.0,0.5825825825825826,1,1,0,1,238
K18887,3,1.7624767624767625,0.21693121693121697,0.8878878878878879,0.0,0.6576576576576576,1,1,0,1,239
K02025,3,1.749940416607083,0.6208112874779541,0.6856856856856857,0.0,0.44344344344344344,1,1,0,1,240
K07095,3,1.747890747890748,0.835978835978836,0.49449449449449445,0.0,0.41741741741741745,1,1,0,1,241
K11071,3,1.7476524143190808,0.059964726631393295,0.7207207207207207,0.0,0.9669669669669669,1,1,0,1,242
K00640,3,1.736117069450403,0.871252204585538,0.3383383383383384,0.0,0.5265265265265265,1,1,0,1,243
K01091,3,1.735735735735736,0.8148148148148149,0.5235235235235236,0.0,0.39739739739739743,1,1,0,1,244
K00610,3,1.7341150674484007,0.6119929453262787,0.5675675675675675,0.0,0.5545545545545545,1,1,0,1,245
