sample_id,label,o__Synergistales,o__Bacteroidales,o__Coriobacteriales,o__Methanobacteriales,o__Eubacteriales,o__Acidaminococcales,o__OFGB3012,o__Desulfovibrionales,o__Lactobacillales,o__Eggerthellales,o__Erysipelotrichales,o__Enterobacterales,o__OFGB2875,o__Corynebacteriales,o__Bifidobacteriales,o__OFGB9120,o__Candidatus_Saccharimonadales,o__OFGB15212,o__OFGB618,o__OFGB82363,o__Candidatus_Saccharibacteria_unclassified,o__Candidatus_Nanoperiomorbales,o__OFGB1226,o__OFGB1262,o__Selenomonadales,o__Actinomycetales,o__OFGB1126,o__Candidatus_Nanosynbacterales,o__Burkholderiales,o__Firmicutes_unclassified,o__OFGB1776,o__OFGB14936,o__OFGB31455,o__OFGB2982,o__OFGB1765,o__OFGB1779,o__OFGB3069,o__OFGB9238,o__OFGB3041,o__OFGB1217,o__OFGB75721,o__Pasteurellales,o__OFGB10318,o__OFGB3048,o__OFGB9119,o__OFGB3038,o__OFGB2918,o__OFGB1011,o__Clostridia_unclassified,o__OFGB3047,o__OFGB2840,o__Veillonellales,o__OFGB38642,o__Bacteria_unclassified,o__OFGB3023,o__OFGB1354,o__OFGB1359,o__OFGB9491,o__OFGB2915,o__OFGB1227,o__OFGB1538,o__OFGB3057,o__OFGB4405,o__Verrucomicrobiales,o__OFGB1292,o__OFGB2404,o__OFGB10055,o__OFGB1380,o__OFGB3062,o__Candidatus_Gastranaerophilales,o__OFGB77988,o__Propionibacteriales,o__OFGB45628,o__Bacillales,o__Fusobacteriales,o__Candidatus_Nanogingivales,o__OFGB4806,o__Micrococcales,o__OFGB4605,o__OFGB3072,o__OFGB2984,o__OFGB1201,o__OFGB45503,o__OFGB72924,o__OFGB52309,o__OFGB16911,o__OFGB2997,o__OFGB2930,o__OFGB3625,o__OFGB629,o__OFGB1474,o__OFGB1425,o__OFGB544,o__OFGB9583,o__OFGB28369,o__OFGB1473,o__OFGB668,o__Candidatus_Borkfalkiales,o__OFGB3009,o__OFGB1374,o__OFGB2834,o__Saccharomycetales,o__OFGB2345,o__OFGB11257,o__OFGB28775,o__OFGB1325,o__OFGB79270,o__OFGB529,o__OFGB2949,o__OFGB3054,o__OFGB2890,o__OFGB2960,o__OFGB24517,o__OFGB79237,o__OFGB10312,o__OFGB10309,o__OFGB10477,o__OFGB73223,o__OFGB4616,o__Victivallales,o__OFGB3172,o__OFGB1211,o__OFGB2952,o__OFGB30287,o__OFGB9272,o__OFGB79291,o__OFGB32970,o__OFGB1347,o__Moraxellales,o__OFGB2959,o__Tissierellales,o__OFGB3004,o__OFGB12107,o__OFGB1872,o__OFGB9989,o__OFGB79245,o__OFGB667,o__OFGB10341,o__OFGB83839,o__OFGB79152,o__Elusimicrobiales,o__OFGB10021,o__OFGB4559,o__OFGB1780,o__OFGB2881,o__OFGB4355,o__OFGB58251,o__OFGB1298,o__OFGB79363,o__OFGB1787,o__OFGB2837,o__OFGB1670,o__OFGB45555,o__OFGB40183,o__OFGB73062,o__OFGB30328,o__OFGB2880,o__Neisseriales,o__OFGB67123,o__OFGB2801,o__OFGB38791,o__OFGB77241,o__OFGB72939,o__Caulobacterales,o__Hyphomicrobiales,o__OFGB2403,o__OFGB1814,o__OFGB2165,o__Methanomicrobiales,o__Pseudomonadales,o__OFGB79294,o__OFGB1249,o__OFGB1311,o__OFGB3070,o__OFGB2942,o__OFGB1258,o__OFGB2941,o__OFGB9714,o__OFGB2889,o__OFGB2950,o__OFGB2917,o__OFGB2921,o__OFGB2936,o__OFGB3040,o__Campylobacterales,o__OFGB2937,o__OFGB4648,o__OFGB2846,o__OFGB7869,o__OFGB1260,o__OFGB1355,o__OFGB79015,o__OFGB78291,o__OFGB8294,o__Marinilabiliales,o__OFGB5194,o__Tissierellia_unclassified,o__OFGB602,o__OFGB1705,o__OFGB2992,o__Aeromonadales,o__Puniceicoccales,o__OFGB9718,o__OFGB2906,o__OFGB77566,o__OFGB2898,o__OFGB1207,o__OFGB9115,o__OFGB1303,o__OFGB73902,o__Flavobacteriales,o__OFGB10314,o__OFGB72899,o__OFGB78857,o__OFGB2947,o__OFGB3071,o__OFGB2378,o__OFGB3043,o__OFGB11739,o__OFGB78645,o__OFGB658,o__OFGB1012,o__Sphingomonadales,o__OFGB540,o__OFGB2985,o__OFGB1777,o__OFGB79211,o__OFGB2945,o__OFGB9512,o__OFGB8140,o__OFGB2983,o__Xanthomonadales,o__Rhodospirillales,o__Nakamurellales,o__Deinococcales,o__Sphingobacteriales,o__Planctomycetales,o__Candidatus_Brocadiales,o__OFGB10325,o__OFGB536,o__OFGB1337,o__OFGB51922,o__OFGB1778,o__OFGB2932,o__OFGB2839,o__OFGB2873,o__OFGB9977,o__OFGB58291,o__OFGB9828,o__OFGB3039,o__OFGB2954,o__OFGB1402,o__OFGB1362
CRR1012467,1,0.0,29.788739999999997,0.07514,0.0,63.97108999999999,0.0,0.0,0.02045,0.6985899999999999,0.32686000000000004,1.26064,0.02658,0.0,0.0,0.56406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00406,0.0,0.63172,0.08388999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04093,0.04141,0.01941,0.0,0.00605,0.0,0.02581,0.0,0.0,0.0,0.02655,0.0,1.49014,0.33259,0.04941,0.03319,0.0,0.0,0.00217,0.00455,0.0,0.0,0.0,0.0,0.07281,0.06495,0.0,0.0,0.14155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07624,0.00232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012666,0,0.0,5.910329999999999,0.55254,0.0,78.17309000000002,0.16946,0.0,0.32016,1.5181799999999996,2.65069,0.8615,0.05233,0.0,0.00537,0.14647,0.0,0.00184,0.14968,0.0,0.0,0.056889999999999996,0.00457,0.0,0.0,0.0,0.01567,0.0,0.0,0.0696,0.0,0.0,0.0,0.0,0.0,0.83435,0.0,0.0,0.0,0.0,0.0,0.0,1.29021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04257,0.0,0.00512,0.0,0.0,0.0,0.01276,0.0,0.0,0.0,0.0,0.0,0.00051,0.00061,0.0,0.0,0.16738,0.0,0.0,0.0,0.0,0.0,0.03876,0.0,0.0,6.94215,0.0043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012541,0,0.0967,6.7475,2.01547,0.0,69.50515999999999,0.42299,0.46845,2.63115,0.33304999999999996,2.43077,0.34653999999999996,0.27678,0.0,0.00488,0.65646,0.0,0.06092,0.0,0.0,0.0,0.14859,0.0,0.05159,0.0,0.0,0.20248,0.0,0.0,2.00746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00342,0.0,0.0,0.61188,0.0,0.02019,0.0,0.0,0.0,0.34037,0.0,0.04826,0.09148,0.0,0.0,0.38247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14609,0.12438,0.74224,0.0,0.0,0.0,0.0,0.0,0.0027,0.00851,0.00399,0.0,0.01857,0.0,0.03139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012698,0,0.0,51.63301,3.7122800000000002,0.0,18.598539999999993,0.13396,0.0,0.0821,1.8710499999999999,0.06534999999999999,1.24061,0.6111,0.0,0.0,10.979470000000001,0.0,0.00141,0.0,0.0,0.0,0.13918,0.0,0.0,0.0,0.0,0.17199,0.0,0.0,0.19072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21127,0.0,0.0,10.074420000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02055,0.0,0.0,0.03851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012709,0,0.0,0.5222600000000001,0.14083999999999997,0.0,54.33885,5.44625,0.0,0.0,6.895179999999998,1.69783,12.245989999999999,16.02864,0.0,0.0014,0.09617,0.0,0.10877,0.0,0.0,0.0,0.36377000000000004,0.01769,0.0,0.0,0.0,0.44917000000000007,0.0,0.05090000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050069999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03217,0.0,0.0,0.10428,0.0,0.0,0.0,0.052199999999999996,0.0,1.10862,0.12658,0.03536,0.0,0.03584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012579,1,0.0,12.50968,1.5540199999999997,0.0,59.87037,0.0,0.0,0.07048,1.4525400000000002,0.26044,0.8198500000000001,3.35621,0.0,0.02012,15.040299999999998,0.0,0.17532,0.0,0.01058,0.0,0.45685999999999993,0.02354,0.0,0.0,0.0,0.09931999999999998,0.0,0.04214,0.83361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9984699999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29922,0.0,0.0,0.0,0.0,0.0,0.0,0.02157,0.0,0.00516,0.0030299999999999997,0.0,0.0,0.00994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1090639,0,0.00217,18.682969999999994,2.69312,0.0,27.170339999999996,0.64693,0.0,0.06207,0.15034000000000003,1.0936899999999998,0.05371,44.15265,0.0,0.00673,0.01696,0.0,0.00916,0.0,0.0,0.0,0.012979999999999998,0.0,0.0,0.00086,0.0,0.14457,0.0,0.0,0.02413,2.21489,0.0,0.0,0.0,0.0,0.0,0.0,0.03294,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.05169,0.0167,0.01342,0.0,0.02531,0.09025999999999999,0.00306,0.02957,0.02407,0.0,0.00824,0.0,0.01298,0.0,0.03484,0.0,0.0,0.02068,0.0,0.0,0.0,0.0,0.0,0.0513,0.0,0.00148,0.0,0.0,0.0,0.83944,0.01891,0.0,0.022670000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.0,0.00173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14651,0.0,0.0,0.0,0.0,0.0,0.0,0.00855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07901,0.01431,0.00451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012749,1,0.0,26.736019999999996,0.7068300000000001,0.0,48.47782999999999,0.2356,0.0,0.08241,1.81214,2.11834,1.6847999999999999,5.19207,0.0,0.0,0.63663,0.0,0.01653,0.0,0.0,0.0,0.00265,0.0,0.0,0.0,0.0,0.02502,0.0,0.0,0.58596,0.05482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1778,0.0,0.0,0.01787,0.0011,0.0,0.0,0.11189,0.00912,0.01616,0.0,0.0,0.00806,0.01917,0.09085,0.0,0.0,0.0,0.85892,0.16367,0.0,0.0,0.0,0.0,0.0,0.0,0.00194,0.0,0.00049,0.0,0.0,10.09084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1090623,0,0.0,1.48476,0.89585,0.0,81.46990000000005,0.44107,0.0,0.0,5.09653,0.47341,1.1560499999999998,0.61232,0.0,0.00428,3.01138,0.0,0.02283,0.0,0.0,0.0,0.01271,0.0,0.0,0.0,0.0,0.02005,0.0,0.0,0.03778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85652,0.0,0.00845,0.0,0.0,0.0,0.0,0.37749,0.0,0.0,2.8247299999999997,0.0093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01063,0.00083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRR1012584,1,0.0,41.68489,0.16563,0.0,34.86643999999998,1.04908,0.0,0.17769,0.32996,0.56918,0.6504999999999999,0.10556,0.0,0.0,0.0,0.0,0.00094,0.0,0.0,0.0,0.02182,0.0,0.21461,0.03088,0.0,0.01871,0.0058,0.0,0.14876,0.0,5.19523,0.0,0.75393,0.0,0.0,0.0,0.0,0.0,0.0,0.03533,0.02729,0.0,0.0,0.0,0.0,0.16577,0.04759,0.08739,0.04525,0.00036,0.0,0.0,0.0,0.01517,0.04762,0.0,0.0,0.00248,0.0,0.00884,0.0,0.0,0.0,0.0,0.12988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012270000000000001,0.00984,0.0,0.0,13.29822,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05076,0.00349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
